Date,Home_Team_Id,Home_Team_Name,Visitor_Team_Id,Visitor_Team,group,Round,season,Home_Score,Away_Score
Sat 21 Sep 19:15  finished,6778,Al-Taawon,5680,Al-Ittifaq,1,4,2013/2014,2,2
Thu 11 Nov 17:35  finished,6775,Al-Quadisiya,5680,Al-Ittifaq,1,13,2010/2011,0,3
Sat 30 Sep 17:30  finished,6777,Al-Faisaly,5680,Al-Ittifaq,1,5,2017/2018,3,0
Fri 15 Dec 17:40  finished,6770,Al-Ahli,5680,Al-Ittifaq,1,14,2017/2018,4,1
Thu 18 Oct 18:45  finished,1316,Al-Ittihad,5680,Al-Ittifaq,1,7,2007/2008,1,0
Sun 10 Dec 15:50  finished,6778,Al-Taawon,5680,Al-Ittifaq,1,13,2017/2018,4,0
Sat 29 Sep 21:15  finished,6846,Al-Hazm,5680,Al-Ittifaq,1,6,2007/2008,1,2
Sun 13 Jan 17:55  finished,6775,Al-Quadisiya,5680,Al-Ittifaq,1,16,2007/2008,0,2
Sun 06 Apr 19:35  finished,6770,Al-Ahli,5680,Al-Ittifaq,1,26,2013/2014,2,1
Mon 08 Jan 17:55  finished,1317,Al-Hilal,5680,Al-Ittifaq,1,11,2017/2018,1,1
Wed 25 Oct 17:05  finished,10483,Al-Feiha,5680,Al-Ittifaq,1,8,2017/2018,1,2
Wed 15 Dec 17:40  finished,6770,Al-Ahli,5680,Al-Ittifaq,1,15,2010/2011,5,1
Fri 11 Feb 18:15  finished,6777,Al-Faisaly,5680,Al-Ittifaq,1,17,2010/2011,1,0
Tue 06 Nov 17:45  finished,6770,Al-Ahli,5680,Al-Ittifaq,1,2,2007/2008,2,2
Thu 17 Mar 18:30  finished,6772,Al-Fateh,5680,Al-Ittifaq,1,20,2010/2011,1,0
Wed 21 Feb 18:20  finished,6775,Al-Quadisiya,5680,Al-Ittifaq,1,16,2017/2018,1,2
Mon 29 Jan 16:15  finished,9623,Al-Baten,5680,Al-Ittifaq,1,19,2017/2018,1,1
Thu 28 Jan 18:10  finished,1317,Al-Hilal,5680,Al-Ittifaq,1,20,2009/2010,1,0
Fri 24 Jan 13:35  finished,6774,Al-Shabab,5680,Al-Ittifaq,1,19,2013/2014,0,0
Fri 18 Jan 17:45  finished,6847,Al-Wahda,5680,Al-Ittifaq,1,14,2007/2008,1,2
Sun 14 Jan 16:05  finished,6774,Al-Shabab,5680,Al-Ittifaq,1,17,2017/2018,3,1
Fri 01 Oct 19:05  finished,1317,Al-Hilal,5680,Al-Ittifaq,1,8,2010/2011,1,0
Thu 21 Apr 19:40  finished,6846,Al-Hazm,5680,Al-Ittifaq,1,23,2010/2011,1,4
Fri 18 Aug 19:50  finished,6780,Al-Nassr,5680,Al-Ittifaq,1,2,2017/2018,2,2
Thu 28 Oct 18:45  finished,6780,Al-Nassr,5680,Al-Ittifaq,1,11,2010/2011,2,1
Sat 16 Oct 18:55  finished,6773,Al-Raed,5680,Al-Ittifaq,1,9,2010/2011,0,3
Sun 23 Mar 18:25  finished,6772,Al-Fateh,5680,Al-Ittifaq,1,24,2013/2014,2,0
Sun 15 May 19:50  finished,6778,Al-Taawon,5680,Al-Ittifaq,1,25,2010/2011,0,1
Mon 10 Dec 17:30  finished,1317,Al-Hilal,5680,Al-Ittifaq,1,9,2007/2008,2,0
Fri 09 Sep 19:30  finished,6775,Al-Quadisiya,5680,Al-Ittifaq,1,1,2011/2012,0,1
Sat 05 Dec 17:35  finished,6775,Al-Quadisiya,5680,Al-Ittifaq,1,10,2009/2010,1,1
Wed 18 Apr 19:40  finished,6773,Al-Raed,5680,Al-Ittifaq,1,23,2011/2012,1,2
Fri 02 Dec 17:40  finished,1316,Al-Ittihad,5680,Al-Ittifaq,1,11,2016/2017,4,1
Thu 09 Mar 16:50  finished,6778,Al-Taawon,5680,Al-Ittifaq,1,21,2016/2017,1,0
Tue 03 Nov 17:40  finished,6774,Al-Shabab,5680,Al-Ittifaq,1,8,2009/2010,4,1
Sun 29 Mar 19:30  finished,6847,Al-Wahda,5680,Al-Ittifaq,1,8,2008/2009,1,0
Sun 20 Dec 17:40  finished,6780,Al-Nassr,5680,Al-Ittifaq,1,13,2009/2010,1,0
Fri 16 Mar 18:25  finished,6778,Al-Taawon,5680,Al-Ittifaq,1,22,2011/2012,1,0
Fri 16 Sep 19:45  finished,1317,Al-Hilal,5680,Al-Ittifaq,1,3,2016/2017,1,2
Mon 27 Feb 18:20  finished,6772,Al-Fateh,5680,Al-Ittifaq,1,20,2011/2012,2,1
Thu 27 Dec 13:25  finished,6778,Al-Taawon,5680,Al-Ittifaq,1,16,2012/2013,1,1
Thu 15 Dec 15:50  finished,6774,Al-Shabab,5680,Al-Ittifaq,1,13,2016/2017,1,1
Wed 13 Feb 18:15  finished,6777,Al-Faisaly,5680,Al-Ittifaq,1,19,2012/2013,2,3
Thu 22 Dec 17:45  finished,6770,Al-Ahli,5680,Al-Ittifaq,1,14,2016/2017,4,1
Thu 06 Dec 17:35  finished,6847,Al-Wahda,5680,Al-Ittifaq,1,14,2012/2013,0,3
Mon 08 Mar 18:30  finished,6773,Al-Raed,5680,Al-Ittifaq,1,5,2009/2010,0,0
Fri 28 Oct 17:00  finished,6773,Al-Raed,5680,Al-Ittifaq,1,7,2016/2017,2,0
Fri 20 Oct 16:50  finished,6772,Al-Fateh,5680,Al-Ittifaq,1,7,2017/2018,1,1
Wed 19 Aug 19:45  finished,6847,Al-Wahda,5680,Al-Ittifaq,1,1,2009/2010,2,2
Thu 16 Nov 17:40  finished,9624,Ohod,5680,Al-Ittifaq,1,10,2017/2018,1,0
Fri 25 Sep 19:10  finished,6770,Al-Ahli,5680,Al-Ittifaq,1,3,2009/2010,2,0
Mon 06 Aug 21:20  finished,1316,Al-Ittihad,5680,Al-Ittifaq,1,2,2012/2013,3,0
Sat 14 Apr 19:40  finished,1317,Al-Hilal,5680,Al-Ittifaq,1,26,2011/2012,3,3
Mon 26 Nov 17:35  finished,6770,Al-Ahli,5680,Al-Ittifaq,1,8,2012/2013,0,2
Thu 05 Mar 18:25  finished,1316,Al-Ittihad,5680,Al-Ittifaq,1,21,2008/2009,3,0
Sat 04 Apr 19:35  finished,1317,Al-Hilal,5680,Al-Ittifaq,1,20,2008/2009,2,0
Wed 21 Nov 17:35  finished,6772,Al-Fateh,5680,Al-Ittifaq,1,13,2012/2013,1,0
Fri 14 Oct 16:55  finished,6772,Al-Fateh,5680,Al-Ittifaq,1,5,2016/2017,0,0
Thu 18 Apr 19:40  finished,6773,Al-Raed,5680,Al-Ittifaq,1,25,2012/2013,1,1
Thu 02 Feb 13:35  finished,9623,Al-Baten,5680,Al-Ittifaq,1,17,2016/2017,2,0
Thu 04 Dec 17:40  finished,6773,Al-Raed,5680,Al-Ittifaq,1,11,2008/2009,1,2
Sun 14 Apr 19:35  finished,6774,Al-Shabab,5680,Al-Ittifaq,1,24,2012/2013,3,1
Sun 01 Jan 17:50  finished,6780,Al-Nassr,5680,Al-Ittifaq,1,15,2016/2017,2,0
Thu 12 Jan 17:55  finished,1316,Al-Ittihad,5680,Al-Ittifaq,1,16,2011/2012,0,1
Tue 19 Jan 18:00  finished,1316,Al-Ittihad,5680,Al-Ittifaq,1,18,2009/2010,1,1
Fri 01 Jan 17:45  finished,6772,Al-Fateh,5680,Al-Ittifaq,1,15,2009/2010,0,3
Thu 14 Jan 17:55  finished,6846,Al-Hazm,5680,Al-Ittifaq,1,17,2009/2010,0,2
Fri 19 Dec 13:10  finished,6780,Al-Nassr,5680,Al-Ittifaq,1,14,2008/2009,1,0
Mon 18 Feb 18:15  finished,6780,Al-Nassr,5680,Al-Ittifaq,1,20,2012/2013,2,0
Fri 29 Mar 18:35  finished,1317,Al-Hilal,1316,Al-Ittihad,1,23,2012/2013,4,2
Wed 10 Nov 17:35  finished,6780,Al-Nassr,1316,Al-Ittihad,1,13,2010/2011,2,2
Thu 10 Dec 17:35  finished,1317,Al-Hilal,1316,Al-Ittihad,1,11,2009/2010,5,0
Sat 25 Oct 19:00  finished,6780,Al-Nassr,1316,Al-Ittihad,1,8,2014/2015,2,1
Wed 02 Nov 17:45  finished,6775,Al-Quadisiya,1316,Al-Ittihad,1,8,2011/2012,0,8
Mon 26 Dec 17:45  finished,1317,Al-Hilal,1316,Al-Ittihad,1,7,2011/2012,1,1
Tue 18 Aug 19:45  finished,6772,Al-Fateh,1316,Al-Ittihad,1,1,2009/2010,1,2
Sat 22 Aug 21:15  finished,6773,Al-Raed,1316,Al-Ittihad,1,3,2009/2010,0,2
Thu 08 Dec 13:05  finished,6780,Al-Nassr,1316,Al-Ittihad,1,12,2011/2012,1,3
Fri 20 Sep 19:15  finished,1317,Al-Hilal,1316,Al-Ittihad,1,4,2013/2014,5,2
Fri 26 Sep 19:15  finished,6773,Al-Raed,1316,Al-Ittihad,1,6,2014/2015,0,1
Sat 19 Dec 17:40  finished,6775,Al-Quadisiya,1316,Al-Ittihad,1,13,2009/2010,3,3
Sun 20 Mar 18:30  finished,1317,Al-Hilal,1316,Al-Ittihad,1,20,2010/2011,0,0
Mon 23 Nov 17:35  finished,6774,Al-Shabab,1316,Al-Ittihad,1,9,2009/2010,1,0
Fri 17 Oct 18:55  finished,6770,Al-Ahli,1316,Al-Ittihad,1,8,2008/2009,1,2
Thu 29 Mar 19:30  finished,6770,Al-Ahli,1316,Al-Ittihad,1,24,2011/2012,0,1
Tue 01 Dec 17:35  finished,5680,Al-Ittifaq,1316,Al-Ittihad,1,7,2009/2010,2,1
Thu 02 Aug 21:20  finished,6773,Al-Raed,1316,Al-Ittihad,1,1,2012/2013,2,2
Sat 12 Feb 18:15  finished,6846,Al-Hazm,1316,Al-Ittihad,1,17,2010/2011,0,3
Fri 10 Dec 17:35  finished,5680,Al-Ittifaq,1316,Al-Ittihad,1,14,2010/2011,2,2
Wed 26 Nov 17:40  finished,5680,Al-Ittifaq,1316,Al-Ittihad,1,10,2008/2009,1,1
Mon 26 Aug 19:40  finished,6774,Al-Shabab,1316,Al-Ittihad,1,1,2013/2014,1,4
Fri 20 Aug 21:00  finished,6777,Al-Faisaly,1316,Al-Ittihad,1,2,2010/2011,0,2
Fri 05 Dec 13:15  finished,6778,Al-Taawon,1316,Al-Ittihad,1,11,2014/2015,4,3
Thu 12 Feb 16:30  finished,6777,Al-Faisaly,1316,Al-Ittihad,1,15,2014/2015,0,3
Thu 23 Aug 19:40  finished,6780,Al-Nassr,1316,Al-Ittihad,1,3,2012/2013,0,1
Fri 06 Feb 16:05  finished,6772,Al-Fateh,1316,Al-Ittihad,1,14,2014/2015,2,2
Thu 20 Sep 21:15  finished,6780,Al-Nassr,1316,Al-Ittihad,1,4,2007/2008,1,5
Fri 19 Dec 18:15  finished,6770,Al-Ahli,1316,Al-Ittihad,1,13,2014/2015,1,1
Sat 17 Nov 17:35  finished,6772,Al-Fateh,1316,Al-Ittihad,1,8,2012/2013,2,1
Thu 15 Mar 18:25  finished,6777,Al-Faisaly,1316,Al-Ittihad,1,22,2011/2012,0,1
Tue 25 Sep 21:15  finished,6846,Al-Hazm,1316,Al-Ittihad,1,5,2007/2008,1,2
Thu 15 Oct 18:50  finished,6846,Al-Hazm,1316,Al-Ittihad,1,5,2009/2010,1,2
Thu 02 Jan 13:05  finished,6772,Al-Fateh,1316,Al-Ittihad,1,16,2013/2014,1,1
Sat 10 Nov 17:40  finished,6774,Al-Shabab,1316,Al-Ittihad,1,12,2012/2013,2,2
Fri 24 Jan 18:10  finished,6770,Al-Ahli,1316,Al-Ittihad,1,19,2013/2014,2,1
Sun 15 May 19:50  finished,6774,Al-Shabab,1316,Al-Ittihad,1,25,2010/2011,1,1
Mon 18 Feb 18:10  finished,6775,Al-Quadisiya,1316,Al-Ittihad,1,14,2007/2008,1,3
Thu 16 Jan 13:40  finished,6778,Al-Taawon,1316,Al-Ittihad,1,18,2013/2014,1,1
Wed 04 Jan 17:50  finished,6772,Al-Fateh,1316,Al-Ittihad,1,15,2011/2012,3,2
Thu 14 Jan 17:55  finished,6847,Al-Wahda,1316,Al-Ittihad,1,17,2009/2010,1,3
Fri 29 Oct 18:45  finished,6775,Al-Quadisiya,1316,Al-Ittihad,1,11,2010/2011,1,1
Fri 22 Feb 18:10  finished,5680,Al-Ittifaq,1316,Al-Ittihad,1,18,2007/2008,1,2
Thu 16 Sep 19:20  finished,6770,Al-Ahli,1316,Al-Ittihad,1,5,2010/2011,1,3
Sun 03 Oct 19:05  finished,6778,Al-Taawon,1316,Al-Ittihad,1,8,2010/2011,0,1
Wed 28 Jan 18:05  finished,6774,Al-Shabab,1316,Al-Ittihad,1,16,2008/2009,0,4
Mon 25 Nov 17:35  finished,6773,Al-Raed,1316,Al-Ittihad,1,10,2013/2014,1,4
Fri 25 Jan 13:40  finished,6777,Al-Faisaly,1316,Al-Ittihad,1,17,2012/2013,0,2
Fri 14 Oct 18:55  finished,6774,Al-Shabab,1316,Al-Ittihad,1,5,2011/2012,2,2
Tue 20 Sep 17:20  finished,5680,Al-Ittifaq,1316,Al-Ittihad,1,3,2011/2012,1,0
Fri 14 Dec 17:40  finished,5680,Al-Ittifaq,1316,Al-Ittihad,1,15,2012/2013,0,0
Sat 29 Dec 17:35  finished,6847,Al-Wahda,1316,Al-Ittihad,1,21,2007/2008,0,1
Sat 31 Dec 17:45  finished,6778,Al-Taawon,1316,Al-Ittihad,1,14,2011/2012,2,1
Wed 08 Oct 19:00  finished,6780,Al-Nassr,1316,Al-Ittihad,1,4,2008/2009,2,2
Sun 10 Apr 19:35  finished,6847,Al-Wahda,1316,Al-Ittihad,1,22,2010/2011,1,2
Sat 01 Dec 17:30  finished,1317,Al-Hilal,1316,Al-Ittihad,1,11,2007/2008,0,0
Sun 12 Apr 19:40  finished,1317,Al-Hilal,1316,Al-Ittihad,1,22,2008/2009,1,2
Sun 24 Jan 18:00  finished,6780,Al-Nassr,1316,Al-Ittihad,1,19,2009/2010,0,1
Thu 25 Oct 18:50  finished,6770,Al-Ahli,1316,Al-Ittihad,1,8,2007/2008,0,2
Sun 07 Oct 19:00  finished,6778,Al-Taawon,1316,Al-Ittihad,1,9,2012/2013,3,3
Thu 11 Dec 13:15  finished,6773,Al-Raed,1316,Al-Ittihad,1,12,2008/2009,0,2
Tue 11 Dec 17:30  finished,6774,Al-Shabab,1316,Al-Ittihad,1,9,2007/2008,3,2
Wed 22 Sep 19:15  finished,6773,Al-Raed,1316,Al-Ittihad,1,6,2010/2011,1,2
Sun 14 Mar 18:30  finished,6770,Al-Ahli,1316,Al-Ittihad,1,21,2009/2010,0,1
Sat 20 Dec 13:15  finished,6846,Al-Hazm,1316,Al-Ittihad,1,14,2008/2009,3,3
Sun 23 Mar 18:25  finished,6780,Al-Nassr,1316,Al-Ittihad,1,24,2013/2014,3,1
Wed 20 Oct 18:50  finished,6772,Al-Fateh,1316,Al-Ittihad,1,10,2010/2011,0,0
Fri 07 Feb 18:20  finished,5680,Al-Ittifaq,1316,Al-Ittihad,1,21,2013/2014,2,5
Sat 04 Apr 19:35  finished,6847,Al-Wahda,1316,Al-Ittihad,1,20,2008/2009,1,3
Thu 14 Feb 18:15  finished,6770,Al-Ahli,1316,Al-Ittihad,1,19,2012/2013,1,1
Fri 25 Oct 18:45  finished,6777,Al-Faisaly,1316,Al-Ittihad,1,7,2013/2014,3,0
Tue 07 Feb 18:15  finished,6773,Al-Raed,1316,Al-Ittihad,1,19,2011/2012,2,0
Thu 21 Feb 18:20  finished,6847,Al-Wahda,1316,Al-Ittihad,1,20,2012/2013,2,1
Thu 23 Nov 17:40  finished,6780,Al-Nassr,1316,Al-Ittihad,1,11,2017/2018,1,0
Tue 30 Jan 14:05  finished,9624,Ohod,1316,Al-Ittihad,1,19,2017/2018,0,1
Tue 14 Mar 16:40  finished,9623,Al-Baten,1316,Al-Ittihad,1,21,2016/2017,0,1
Sat 26 Nov 17:50  finished,6775,Al-Quadisiya,1316,Al-Ittihad,1,10,2016/2017,0,3
Mon 14 Dec 18:00  finished,6780,Al-Nassr,1316,Al-Ittihad,1,12,2015/2016,3,0
Sat 13 Jan 18:00  finished,1317,Al-Hilal,1316,Al-Ittihad,1,17,2017/2018,1,1
Sat 21 Oct 18:55  finished,6770,Al-Ahli,1316,Al-Ittihad,1,7,2017/2018,3,0
Sat 27 Feb 18:45  finished,1317,Al-Hilal,1316,Al-Ittihad,1,18,2015/2016,0,1
Thu 30 Nov 17:40  finished,5680,Al-Ittifaq,1316,Al-Ittihad,1,12,2017/2018,1,2
Thu 27 Aug 20:00  finished,6773,Al-Raed,1316,Al-Ittihad,1,2,2015/2016,0,2
Tue 03 Nov 15:40  finished,6772,Al-Fateh,1316,Al-Ittihad,1,6,2015/2016,1,1
Sun 18 Sep 19:45  finished,6847,Al-Wahda,1316,Al-Ittihad,1,3,2016/2017,3,5
Thu 04 May 19:50  finished,6772,Al-Fateh,1316,Al-Ittihad,1,26,2016/2017,4,1
Fri 07 Apr 19:40  finished,6780,Al-Nassr,1316,Al-Ittihad,1,22,2016/2017,1,1
Wed 01 Nov 17:45  finished,6772,Al-Fateh,1316,Al-Ittihad,1,9,2017/2018,1,2
Sat 10 Dec 17:45  finished,6777,Al-Faisaly,1316,Al-Ittihad,1,12,2016/2017,2,4
Fri 21 Apr 19:45  finished,5680,Al-Ittifaq,1316,Al-Ittihad,1,24,2016/2017,1,4
Sat 17 Oct 16:50  finished,6775,Al-Quadisiya,1316,Al-Ittihad,1,4,2015/2016,1,3
Sat 16 Apr 20:10  finished,6774,Al-Shabab,1316,Al-Ittihad,1,23,2015/2016,1,2
Sat 18 Feb 18:25  finished,6774,Al-Shabab,1316,Al-Ittihad,1,19,2016/2017,0,2
Sat 19 Aug 19:50  finished,10483,Al-Feiha,1316,Al-Ittihad,1,2,2017/2018,2,5
Fri 23 Sep 19:45  finished,6770,Al-Ahli,1316,Al-Ittihad,1,4,2016/2017,1,1
Fri 09 Feb 18:20  finished,6775,Al-Quadisiya,1316,Al-Ittihad,1,21,2017/2018,0,0
Fri 15 Sep 19:25  finished,6777,Al-Faisaly,1316,Al-Ittihad,1,3,2017/2018,2,1
Fri 17 Apr 20:10  finished,1317,Al-Hilal,1316,Al-Ittihad,1,23,2014/2015,3,0
Sat 16 Dec 15:45  finished,9623,Al-Baten,1316,Al-Ittihad,1,14,2017/2018,1,2
Thu 28 Sep 19:15  finished,6778,Al-Taawon,1316,Al-Ittihad,1,5,2017/2018,1,2
Sat 11 Feb 18:15  finished,6778,Al-Taawon,1316,Al-Ittihad,1,18,2016/2017,1,2
Sat 02 Apr 20:00  finished,6770,Al-Ahli,1316,Al-Ittihad,1,21,2015/2016,4,2
Sat 13 Feb 16:30  finished,6777,Al-Faisaly,1316,Al-Ittihad,1,16,2015/2016,1,3
Fri 28 Oct 19:00  finished,1317,Al-Hilal,1316,Al-Ittihad,1,7,2016/2017,0,2
Fri 13 May 20:00  finished,6778,Al-Taawon,1316,Al-Ittihad,1,26,2015/2016,2,1
Thu 11 Aug 20:05  finished,6773,Al-Raed,1316,Al-Ittihad,1,1,2016/2017,2,3
Fri 25 Dec 18:00  finished,6847,Al-Wahda,1316,Al-Ittihad,1,7,2015/2016,0,2
Thu 01 Mar 18:30  finished,6774,Al-Shabab,1316,Al-Ittihad,1,23,2017/2018,3,0
Thu 12 Apr 18:05  finished,6773,Al-Raed,1316,Al-Ittihad,1,26,2017/2018,3,1
Sun 10 May 20:00  finished,6774,Al-Shabab,1316,Al-Ittihad,1,25,2014/2015,3,4
Sun 08 Apr 19:35  finished,1316,Al-Ittihad,6780,Al-Nassr,1,25,2011/2012,1,1
Fri 28 Dec 17:45  finished,1316,Al-Ittihad,6780,Al-Nassr,1,16,2012/2013,1,1
Mon 23 Mar 18:25  finished,6846,Al-Hazm,6780,Al-Nassr,1,18,2008/2009,1,0
Sat 17 Nov 17:35  finished,5680,Al-Ittifaq,6780,Al-Nassr,1,7,2012/2013,1,3
Thu 08 Feb 18:20  finished,1317,Al-Hilal,6780,Al-Nassr,1,21,2017/2018,2,2
Thu 11 Jan 18:00  finished,10483,Al-Feiha,6780,Al-Nassr,1,17,2017/2018,1,0
Mon 27 Aug 19:40  finished,6778,Al-Taawon,6780,Al-Nassr,1,4,2012/2013,1,2
Sat 04 Apr 19:35  finished,6774,Al-Shabab,6780,Al-Nassr,1,20,2008/2009,2,1
Tue 29 Sep 19:05  finished,1317,Al-Hilal,6780,Al-Nassr,1,4,2009/2010,2,2
Thu 26 Jan 18:15  finished,6775,Al-Quadisiya,6780,Al-Nassr,1,16,2016/2017,3,2
Sat 29 Oct 18:50  finished,6777,Al-Faisaly,6780,Al-Nassr,1,7,2016/2017,1,2
Tue 24 Aug 21:15  finished,6778,Al-Taawon,6780,Al-Nassr,1,3,2010/2011,2,2
Sat 18 Oct 18:55  finished,1317,Al-Hilal,6780,Al-Nassr,1,8,2008/2009,2,1
Fri 22 Dec 18:30  finished,5680,Al-Ittifaq,6780,Al-Nassr,1,15,2017/2018,3,2
Sun 24 Oct 18:50  finished,1317,Al-Hilal,6780,Al-Nassr,1,10,2010/2011,1,1
Fri 20 Sep 19:15  finished,6773,Al-Raed,6780,Al-Nassr,1,4,2013/2014,0,3
Thu 02 Aug 21:00  finished,6772,Al-Fateh,6780,Al-Nassr,1,1,2012/2013,1,1
Mon 25 Nov 17:35  finished,1317,Al-Hilal,6780,Al-Nassr,1,10,2013/2014,1,2
Thu 10 Mar 18:30  finished,1317,Al-Hilal,6780,Al-Nassr,1,20,2015/2016,2,0
Fri 09 Dec 17:55  finished,6774,Al-Shabab,6780,Al-Nassr,1,12,2016/2017,1,1
Thu 11 Dec 17:35  finished,6770,Al-Ahli,6780,Al-Nassr,1,12,2008/2009,2,0
Tue 25 Aug 21:15  finished,5680,Al-Ittifaq,6780,Al-Nassr,1,2,2009/2010,1,1
Thu 23 Sep 19:15  finished,6775,Al-Quadisiya,6780,Al-Nassr,1,6,2010/2011,1,3
Tue 30 Jan 16:25  finished,6778,Al-Taawon,6780,Al-Nassr,1,19,2017/2018,1,0
Sat 19 Dec 18:15  finished,6774,Al-Shabab,6780,Al-Nassr,1,13,2015/2016,1,0
Fri 29 Nov 17:35  finished,1316,Al-Ittihad,6780,Al-Nassr,1,11,2013/2014,0,3
Sun 14 Mar 18:30  finished,6772,Al-Fateh,6780,Al-Nassr,1,21,2009/2010,0,2
Sun 25 Mar 19:30  finished,1317,Al-Hilal,6780,Al-Nassr,1,23,2011/2012,1,0
Sat 15 Oct 19:00  finished,6847,Al-Wahda,6780,Al-Nassr,1,5,2016/2017,0,3
Mon 19 Jan 18:00  finished,1316,Al-Ittihad,6780,Al-Nassr,1,15,2008/2009,1,0
Sat 07 Apr 17:40  finished,6772,Al-Fateh,6780,Al-Nassr,1,25,2017/2018,1,1
Sat 05 Mar 16:45  finished,6777,Al-Faisaly,6780,Al-Nassr,1,19,2015/2016,2,2
Sat 10 Mar 18:45  finished,1316,Al-Ittihad,6780,Al-Nassr,1,24,2017/2018,1,3
Thu 16 Sep 19:20  finished,6777,Al-Faisaly,6780,Al-Nassr,1,5,2010/2011,1,1
Sat 02 Oct 19:05  finished,6773,Al-Raed,6780,Al-Nassr,1,8,2010/2011,1,1
Mon 06 Feb 18:15  finished,5680,Al-Ittifaq,6780,Al-Nassr,1,19,2011/2012,2,0
Sat 31 Aug 19:35  finished,6770,Al-Ahli,6780,Al-Nassr,1,2,2013/2014,0,0
Sat 02 Nov 17:40  finished,6777,Al-Faisaly,6780,Al-Nassr,1,8,2013/2014,0,2
Fri 25 Nov 15:50  finished,6778,Al-Taawon,6780,Al-Nassr,1,10,2016/2017,2,1
Sun 20 Nov 17:55  finished,1316,Al-Ittihad,6780,Al-Nassr,1,9,2016/2017,0,1
Wed 21 Dec 17:45  finished,6772,Al-Fateh,6780,Al-Nassr,1,14,2016/2017,1,2
Thu 04 May 19:50  finished,1317,Al-Hilal,6780,Al-Nassr,1,26,2016/2017,5,1
Mon 21 Jan 18:00  finished,6770,Al-Ahli,6780,Al-Nassr,1,12,2012/2013,2,1
Thu 22 Nov 17:35  finished,6777,Al-Faisaly,6780,Al-Nassr,1,13,2012/2013,1,2
Fri 16 Sep 19:25  finished,6770,Al-Ahli,6780,Al-Nassr,1,2,2011/2012,2,0
Sun 17 Sep 19:25  finished,6770,Al-Ahli,6780,Al-Nassr,1,3,2017/2018,1,1
Thu 19 Oct 18:55  finished,9624,Ohod,6780,Al-Nassr,1,7,2017/2018,2,2
Mon 10 Dec 17:30  finished,6775,Al-Quadisiya,6780,Al-Nassr,1,9,2007/2008,0,2
Fri 19 Dec 13:15  finished,6774,Al-Shabab,6780,Al-Nassr,1,13,2014/2015,0,3
Sun 20 Mar 18:30  finished,6847,Al-Wahda,6780,Al-Nassr,1,20,2010/2011,1,3
Sat 12 Feb 18:15  finished,6774,Al-Shabab,6780,Al-Nassr,1,17,2010/2011,2,0
Sat 12 Aug 19:55  finished,6777,Al-Faisaly,6780,Al-Nassr,1,1,2017/2018,1,3
Wed 06 Jan 17:50  finished,6775,Al-Quadisiya,6780,Al-Nassr,1,16,2009/2010,0,2
Fri 28 Aug 17:45  finished,6775,Al-Quadisiya,6780,Al-Nassr,1,2,2015/2016,2,2
Sat 01 Dec 17:30  finished,5680,Al-Ittifaq,6780,Al-Nassr,1,11,2007/2008,1,4
Mon 04 Dec 15:40  finished,9623,Al-Baten,6780,Al-Nassr,1,9,2017/2018,1,1
Fri 14 Dec 17:30  finished,1317,Al-Hilal,6780,Al-Nassr,1,13,2007/2008,1,1
Sat 09 Apr 17:40  finished,6772,Al-Fateh,6780,Al-Nassr,1,22,2015/2016,2,1
Thu 22 Sep 19:20  finished,6777,Al-Faisaly,6780,Al-Nassr,1,3,2011/2012,1,1
Sun 10 May 20:00  finished,1317,Al-Hilal,6780,Al-Nassr,1,25,2014/2015,0,1
Fri 29 Apr 19:40  finished,5680,Al-Ittifaq,6780,Al-Nassr,1,24,2010/2011,3,0
Fri 24 Aug 19:35  finished,6774,Al-Shabab,6780,Al-Nassr,1,1,2007/2008,1,1
Sat 04 Apr 20:10  finished,1316,Al-Ittihad,6780,Al-Nassr,1,21,2014/2015,1,3
Sun 10 Apr 19:35  finished,6770,Al-Ahli,6780,Al-Nassr,1,22,2010/2011,0,0
Sun 26 Apr 20:00  finished,6777,Al-Faisaly,6780,Al-Nassr,1,24,2014/2015,1,5
Sun 08 May 20:00  finished,1316,Al-Ittihad,6780,Al-Nassr,1,25,2015/2016,0,5
Wed 09 Dec 17:35  finished,6773,Al-Raed,6780,Al-Nassr,1,11,2009/2010,0,0
