Date,Home_Team_Id,Home_Team_Name,Visitor_Team_Id,Visitor_Team,group,Round,season,Home_Score,Away_Score
Wed 03 May 17:55  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,26,2016/2017,0,1
Wed 17 Sep 19:20  finished,6770,Al-Ahli,6774,Al-Shabab,1,5,2014/2015,0,0
Wed 01 Nov 17:45  finished,1317,Al-Hilal,6774,Al-Shabab,1,9,2017/2018,1,1
Wed 05 Dec 17:30  finished,6780,Al-Nassr,6774,Al-Shabab,1,12,2007/2008,2,2
Thu 19 Oct 17:10  finished,6773,Al-Raed,6774,Al-Shabab,1,7,2017/2018,2,2
Fri 12 Dec 17:40  finished,1316,Al-Ittihad,6774,Al-Shabab,1,12,2014/2015,0,1
Thu 29 Sep 19:10  finished,6773,Al-Raed,6774,Al-Shabab,1,4,2011/2012,1,2
Fri 25 Feb 18:20  finished,6775,Al-Quadisiya,6774,Al-Shabab,1,18,2010/2011,1,1
Fri 15 May 20:00  finished,6780,Al-Nassr,6774,Al-Shabab,1,26,2014/2015,0,0
Sat 29 Apr 19:50  finished,6780,Al-Nassr,6774,Al-Shabab,1,25,2016/2017,1,0
Sat 23 Aug 19:45  finished,6772,Al-Fateh,6774,Al-Shabab,1,2,2014/2015,0,2
Sat 21 Nov 15:30  finished,6775,Al-Quadisiya,6774,Al-Shabab,1,8,2015/2016,0,1
Fri 15 Dec 16:15  finished,9624,Ohod,6774,Al-Shabab,1,14,2017/2018,0,2
Sun 12 Oct 18:55  finished,1316,Al-Ittihad,6774,Al-Shabab,1,5,2008/2009,2,1
Wed 03 Nov 17:40  finished,1316,Al-Ittihad,6774,Al-Shabab,1,12,2010/2011,2,2
Thu 18 Sep 21:15  finished,6770,Al-Ahli,6774,Al-Shabab,1,2,2008/2009,2,1
Thu 23 Nov 15:45  finished,10483,Al-Feiha,6774,Al-Shabab,1,11,2017/2018,3,1
Fri 30 Oct 15:40  finished,6772,Al-Fateh,6774,Al-Shabab,1,5,2015/2016,0,0
Thu 21 Dec 17:45  finished,6775,Al-Quadisiya,6774,Al-Shabab,1,15,2017/2018,1,2
Wed 09 Apr 19:30  finished,1317,Al-Hilal,6774,Al-Shabab,1,21,2007/2008,0,0
Sat 10 Sep 19:30  finished,6777,Al-Faisaly,6774,Al-Shabab,1,1,2011/2012,1,3
Sun 30 Mar 19:25  finished,1316,Al-Ittihad,6774,Al-Shabab,1,20,2007/2008,1,1
Thu 09 Dec 17:35  finished,6773,Al-Raed,6774,Al-Shabab,1,14,2010/2011,2,2
Sun 28 Oct 18:50  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,8,2007/2008,0,0
Fri 18 Nov 17:35  finished,6772,Al-Fateh,6774,Al-Shabab,1,9,2011/2012,0,1
Fri 22 Feb 18:10  finished,6846,Al-Hazm,6774,Al-Shabab,1,18,2007/2008,0,0
Sat 04 Mar 16:25  finished,6772,Al-Fateh,6774,Al-Shabab,1,20,2016/2017,1,1
Tue 28 Aug 19:40  finished,6847,Al-Wahda,6774,Al-Shabab,1,4,2012/2013,2,5
Sun 10 Apr 19:35  finished,1317,Al-Hilal,6774,Al-Shabab,1,22,2010/2011,2,1
Thu 28 Jan 13:45  finished,6773,Al-Raed,6774,Al-Shabab,1,14,2015/2016,0,1
Thu 03 Dec 17:35  finished,1317,Al-Hilal,6774,Al-Shabab,1,10,2009/2010,2,2
Thu 20 Oct 19:15  finished,1316,Al-Ittihad,6774,Al-Shabab,1,6,2016/2017,0,1
Fri 01 Jan 17:45  finished,6770,Al-Ahli,6774,Al-Shabab,1,15,2009/2010,1,1
Fri 29 Apr 19:40  finished,6847,Al-Wahda,6774,Al-Shabab,1,24,2010/2011,1,2
Fri 06 Apr 19:40  finished,6778,Al-Taawon,6774,Al-Shabab,1,25,2017/2018,2,1
Wed 09 Dec 17:35  finished,6775,Al-Quadisiya,6774,Al-Shabab,1,11,2009/2010,0,3
Thu 03 Nov 15:55  finished,6777,Al-Faisaly,6774,Al-Shabab,1,8,2016/2017,0,1
Tue 07 Aug 21:15  finished,6777,Al-Faisaly,6774,Al-Shabab,1,2,2012/2013,1,3
Wed 13 Jan 17:55  finished,6773,Al-Raed,6774,Al-Shabab,1,17,2009/2010,1,1
Sun 06 Mar 18:45  finished,6770,Al-Ahli,6774,Al-Shabab,1,19,2015/2016,3,1
Wed 28 Oct 17:45  finished,6846,Al-Hazm,6774,Al-Shabab,1,7,2009/2010,1,2
Sat 20 Oct 18:50  finished,6778,Al-Taawon,6774,Al-Shabab,1,10,2012/2013,0,1
Sat 23 Sep 17:15  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,4,2017/2018,2,3
Thu 01 Nov 17:40  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,11,2012/2013,3,1
Thu 12 Apr 18:00  finished,6777,Al-Faisaly,6774,Al-Shabab,1,26,2017/2018,2,2
Sun 18 Oct 18:50  finished,6772,Al-Fateh,6774,Al-Shabab,1,5,2009/2010,2,1
Sat 15 Sep 19:25  finished,6773,Al-Raed,6774,Al-Shabab,1,6,2012/2013,0,1
Thu 07 Mar 18:25  finished,6780,Al-Nassr,6774,Al-Shabab,1,22,2012/2013,0,0
Thu 24 Sep 19:10  finished,6780,Al-Nassr,6774,Al-Shabab,1,3,2009/2010,0,2
Sat 09 Apr 20:00  finished,1317,Al-Hilal,6774,Al-Shabab,1,22,2015/2016,1,1
Sat 20 Aug 18:10  finished,9623,Al-Baten,6774,Al-Shabab,1,2,2016/2017,1,0
Thu 18 Apr 19:40  finished,1316,Al-Ittihad,6774,Al-Shabab,1,25,2012/2013,1,2
Thu 28 Jan 18:10  finished,1316,Al-Ittihad,6774,Al-Shabab,1,20,2009/2010,1,2
Mon 24 Sep 19:15  finished,1317,Al-Hilal,6774,Al-Shabab,1,7,2012/2013,3,0
Thu 19 Aug 21:15  finished,6778,Al-Taawon,6774,Al-Shabab,1,2,2010/2011,4,1
Sat 23 Jan 18:00  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,19,2009/2010,0,0
Tue 30 Jan 18:10  finished,6770,Al-Ahli,6774,Al-Shabab,1,19,2017/2018,3,2
Fri 11 Mar 18:45  finished,6778,Al-Taawon,6774,Al-Shabab,1,20,2015/2016,4,0
Sat 26 Nov 15:55  finished,6773,Al-Raed,6774,Al-Shabab,1,10,2016/2017,2,2
Thu 29 Mar 19:30  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,24,2011/2012,0,0
Fri 02 Dec 17:55  finished,1317,Al-Hilal,6774,Al-Shabab,1,11,2016/2017,3,0
Thu 27 Dec 17:45  finished,6770,Al-Ahli,6774,Al-Shabab,1,16,2012/2013,1,0
Fri 01 Nov 17:40  finished,1317,Al-Hilal,6774,Al-Shabab,1,8,2013/2014,4,1
Mon 19 Jan 18:00  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,15,2008/2009,2,1
Sun 30 Nov 17:40  finished,6773,Al-Raed,6774,Al-Shabab,1,17,2008/2009,0,4
Fri 01 Apr 19:35  finished,6846,Al-Hazm,6774,Al-Shabab,1,21,2010/2011,0,4
Fri 19 Dec 17:40  finished,6847,Al-Wahda,6774,Al-Shabab,1,14,2008/2009,1,1
Sat 07 Dec 17:35  finished,6780,Al-Nassr,6774,Al-Shabab,1,12,2013/2014,3,2
Sun 07 Nov 17:40  finished,6772,Al-Fateh,6774,Al-Shabab,1,6,2010/2011,1,1
Thu 08 Mar 18:25  finished,6780,Al-Nassr,6774,Al-Shabab,1,21,2011/2012,1,2
Sun 20 Dec 17:40  finished,6847,Al-Wahda,6774,Al-Shabab,1,13,2009/2010,1,1
Sat 11 Apr 18:00  finished,6773,Al-Raed,6774,Al-Shabab,1,22,2014/2015,3,1
Fri 17 Apr 18:05  finished,6778,Al-Taawon,6774,Al-Shabab,1,23,2014/2015,1,1
Sat 10 Feb 16:15  finished,6772,Al-Fateh,6774,Al-Shabab,1,21,2017/2018,1,0
Thu 31 Jan 13:25  finished,6772,Al-Fateh,6774,Al-Shabab,1,18,2012/2013,1,2
Sat 28 Sep 19:10  finished,6777,Al-Faisaly,6774,Al-Shabab,1,5,2013/2014,0,0
Thu 07 Nov 17:45  finished,6778,Al-Taawon,6774,Al-Shabab,1,9,2013/2014,3,3
Fri 13 May 20:00  finished,6780,Al-Nassr,6774,Al-Shabab,1,26,2015/2016,1,2
Sat 14 Apr 19:40  finished,6770,Al-Ahli,6774,Al-Shabab,1,26,2011/2012,1,1
Sat 05 Oct 19:05  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,6,2013/2014,0,1
Sat 28 Aug 21:00  finished,6780,Al-Nassr,6774,Al-Shabab,1,4,2010/2011,0,0
Fri 23 Jan 13:40  finished,6846,Al-Hazm,6774,Al-Shabab,1,19,2008/2009,1,1
Sun 08 May 20:00  finished,6777,Al-Faisaly,6774,Al-Shabab,1,25,2015/2016,0,0
Sun 15 Oct 19:00  finished,6780,Al-Nassr,6778,Al-Taawon,1,6,2017/2018,2,1
Sat 23 Sep 19:20  finished,6773,Al-Raed,6778,Al-Taawon,1,4,2017/2018,2,2
Fri 01 Apr 19:35  finished,1316,Al-Ittihad,6778,Al-Taawon,1,21,2010/2011,0,1
Sat 03 Feb 13:40  finished,6777,Al-Faisaly,6778,Al-Taawon,1,20,2017/2018,0,1
Thu 12 Apr 17:40  finished,5680,Al-Ittifaq,6778,Al-Taawon,1,26,2017/2018,3,2
Sun 15 Aug 21:00  finished,1317,Al-Hilal,6778,Al-Taawon,1,1,2010/2011,1,0
Thu 01 Mar 18:30  finished,6770,Al-Ahli,6778,Al-Taawon,1,23,2017/2018,5,1
Fri 09 Feb 16:55  finished,9624,Ohod,6778,Al-Taawon,1,21,2017/2018,1,0
Mon 05 Mar 18:30  finished,1316,Al-Ittihad,6778,Al-Taawon,1,18,2017/2018,2,5
Fri 25 Feb 18:20  finished,6773,Al-Raed,6778,Al-Taawon,1,18,2010/2011,0,0
Wed 01 Nov 15:35  finished,6775,Al-Quadisiya,6778,Al-Taawon,1,9,2017/2018,1,0
Wed 22 Dec 17:40  finished,6780,Al-Nassr,6778,Al-Taawon,1,16,2010/2011,2,2
Tue 14 Dec 17:40  finished,6774,Al-Shabab,6778,Al-Taawon,1,15,2010/2011,4,1
Sat 25 Nov 13:05  finished,9623,Al-Baten,6778,Al-Taawon,1,11,2017/2018,1,1
Sat 28 Aug 20:45  finished,6775,Al-Quadisiya,6778,Al-Taawon,1,4,2010/2011,4,1
Wed 03 Nov 17:40  finished,5680,Al-Ittifaq,6778,Al-Taawon,1,12,2010/2011,1,0
Fri 22 Oct 18:50  finished,6777,Al-Faisaly,6778,Al-Taawon,1,10,2010/2011,2,1
Sun 24 Dec 17:45  finished,1317,Al-Hilal,6778,Al-Taawon,1,15,2017/2018,1,0
Sat 16 Oct 18:55  finished,6846,Al-Hazm,6778,Al-Taawon,1,9,2010/2011,0,3
Tue 28 Sep 19:10  finished,6770,Al-Ahli,6778,Al-Taawon,1,7,2010/2011,1,1
Thu 30 Nov 15:45  finished,6774,Al-Shabab,6778,Al-Taawon,1,12,2017/2018,2,1
Fri 29 Mar 18:35  finished,6774,Al-Shabab,6778,Al-Taawon,1,23,2012/2013,2,1
Fri 16 Dec 13:15  finished,6773,Al-Raed,6778,Al-Taawon,1,13,2011/2012,2,0
Thu 16 Feb 16:15  finished,6772,Al-Fateh,6778,Al-Taawon,1,19,2016/2017,0,2
Fri 14 Oct 19:15  finished,1316,Al-Ittihad,6778,Al-Taawon,1,5,2016/2017,3,1
Sat 22 Mar 18:25  finished,6773,Al-Raed,6778,Al-Taawon,1,24,2013/2014,0,0
Fri 28 Aug 20:00  finished,6777,Al-Faisaly,6778,Al-Taawon,1,2,2015/2016,1,2
Sun 24 Nov 17:35  finished,6770,Al-Ahli,6778,Al-Taawon,1,10,2013/2014,1,2
Fri 25 Nov 17:35  finished,6777,Al-Faisaly,6778,Al-Taawon,1,10,2011/2012,1,1
Wed 21 Nov 17:35  finished,6847,Al-Wahda,6778,Al-Taawon,1,13,2012/2013,1,1
Thu 06 Apr 18:00  finished,6777,Al-Faisaly,6778,Al-Taawon,1,22,2016/2017,1,0
Fri 27 Dec 13:20  finished,6777,Al-Faisaly,6778,Al-Taawon,1,15,2013/2014,0,0
Sun 25 Oct 18:00  finished,1317,Al-Hilal,6778,Al-Taawon,1,4,2015/2016,3,1
Fri 25 Dec 18:00  finished,6774,Al-Shabab,6778,Al-Taawon,1,7,2015/2016,0,1
Sat 15 Apr 19:45  finished,6780,Al-Nassr,6778,Al-Taawon,1,23,2016/2017,2,1
Fri 28 Oct 18:50  finished,6774,Al-Shabab,6778,Al-Taawon,1,7,2011/2012,1,0
Fri 27 Sep 19:10  finished,1316,Al-Ittihad,6778,Al-Taawon,1,5,2013/2014,2,1
Sat 15 Oct 18:55  finished,6770,Al-Ahli,6778,Al-Taawon,1,5,2011/2012,4,2
Fri 12 Aug 20:05  finished,6847,Al-Wahda,6778,Al-Taawon,1,1,2016/2017,3,2
Thu 04 May 19:50  finished,6770,Al-Ahli,6778,Al-Taawon,1,26,2016/2017,2,1
Fri 23 Sep 17:30  finished,6774,Al-Shabab,6778,Al-Taawon,1,4,2016/2017,2,2
Tue 09 Dec 17:35  finished,1317,Al-Hilal,6778,Al-Taawon,1,8,2014/2015,3,1
Fri 01 Apr 20:00  finished,6780,Al-Nassr,6778,Al-Taawon,1,21,2015/2016,3,2
Thu 08 Dec 15:40  finished,9623,Al-Baten,6778,Al-Taawon,1,12,2016/2017,1,0
Sat 31 Mar 19:30  finished,6780,Al-Nassr,6778,Al-Taawon,1,24,2011/2012,5,0
Thu 11 Sep 19:25  finished,6773,Al-Raed,6778,Al-Taawon,1,4,2014/2015,0,0
Sat 27 Sep 17:30  finished,6777,Al-Faisaly,6778,Al-Taawon,1,6,2014/2015,2,2
Sun 08 Apr 19:35  finished,6772,Al-Fateh,6778,Al-Taawon,1,25,2011/2012,0,0
Thu 18 Apr 19:40  finished,1317,Al-Hilal,6778,Al-Taawon,1,25,2012/2013,0,0
Fri 13 Dec 13:10  finished,6780,Al-Nassr,6778,Al-Taawon,1,13,2013/2014,2,1
Thu 28 Jan 18:30  finished,6770,Al-Ahli,6778,Al-Taawon,1,14,2015/2016,2,2
Fri 23 Aug 19:40  finished,6772,Al-Fateh,6778,Al-Taawon,1,1,2013/2014,1,1
Sun 30 Nov 17:35  finished,6774,Al-Shabab,6778,Al-Taawon,1,10,2014/2015,1,2
Sat 05 Nov 15:35  finished,5680,Al-Ittifaq,6778,Al-Taawon,1,8,2016/2017,3,0
Sat 31 Dec 17:50  finished,1317,Al-Hilal,6778,Al-Taawon,1,15,2016/2017,4,2
Thu 23 Aug 19:40  finished,5680,Al-Ittifaq,6778,Al-Taawon,1,3,2012/2013,2,0
Fri 28 Oct 16:40  finished,6775,Al-Quadisiya,6778,Al-Taawon,1,7,2016/2017,0,1
Thu 26 Jan 16:25  finished,6773,Al-Raed,6778,Al-Taawon,1,16,2016/2017,3,2
Wed 11 Jan 17:55  finished,1317,Al-Hilal,6778,Al-Taawon,1,16,2011/2012,1,1
Sun 02 Sep 19:35  finished,6773,Al-Raed,6778,Al-Taawon,1,5,2012/2013,1,0
Fri 18 Nov 17:35  finished,5680,Al-Ittifaq,6778,Al-Taawon,1,9,2011/2012,5,1
Sun 20 Dec 18:15  finished,1316,Al-Ittihad,6778,Al-Taawon,1,13,2015/2016,4,1
Sat 16 Sep 17:40  finished,10483,Al-Feiha,6778,Al-Taawon,1,3,2017/2018,1,1
Tue 28 Jan 18:15  finished,1317,Al-Hilal,6778,Al-Taawon,1,20,2013/2014,1,0
Fri 25 Jan 13:35  finished,6780,Al-Nassr,6778,Al-Taawon,1,17,2012/2013,3,2
Fri 20 May 19:55  finished,6847,Al-Wahda,6778,Al-Taawon,1,26,2010/2011,0,0
Fri 09 Sep 19:30  finished,1316,Al-Ittihad,6778,Al-Taawon,1,1,2011/2012,5,3
Fri 04 Dec 15:30  finished,6772,Al-Fateh,6778,Al-Taawon,1,10,2015/2016,1,0
Fri 22 Apr 20:10  finished,6773,Al-Raed,6778,Al-Taawon,1,24,2015/2016,1,1
Sat 09 Mar 18:25  finished,1316,Al-Ittihad,6778,Al-Taawon,1,22,2012/2013,2,1
Mon 27 Apr 20:00  finished,1316,Al-Ittihad,6778,Al-Taawon,1,24,2014/2015,4,3
Sun 08 May 20:00  finished,6847,Al-Wahda,6778,Al-Taawon,1,25,2015/2016,2,1
Thu 10 Aug 18:00  finished,6772,Al-Fateh,6778,Al-Taawon,1,1,2017/2018,1,4
Sat 07 Mar 16:25  finished,6772,Al-Fateh,6778,Al-Taawon,1,18,2014/2015,2,0
Thu 11 Feb 16:10  finished,6775,Al-Quadisiya,6778,Al-Taawon,1,16,2015/2016,1,2
Wed 13 Feb 18:15  finished,6772,Al-Fateh,6778,Al-Taawon,1,19,2012/2013,2,1
Sun 10 May 20:00  finished,6770,Al-Ahli,6778,Al-Taawon,1,25,2014/2015,2,2
Thu 06 Dec 13:10  finished,6777,Al-Faisaly,6778,Al-Taawon,1,14,2012/2013,2,1
Thu 09 Jan 18:00  finished,5680,Al-Ittifaq,6778,Al-Taawon,1,17,2013/2014,3,3
Fri 30 Sep 19:10  finished,6775,Al-Quadisiya,6778,Al-Taawon,1,4,2011/2012,1,1
Sat 30 Apr 19:40  finished,6772,Al-Fateh,6778,Al-Taawon,1,24,2010/2011,1,3
Thu 13 Feb 18:25  finished,6774,Al-Shabab,6778,Al-Taawon,1,22,2013/2014,1,0
Thu 13 Dec 17:40  finished,6770,Al-Ahli,6778,Al-Taawon,1,15,2012/2013,1,1
Sat 11 Apr 17:55  finished,6780,Al-Nassr,6778,Al-Taawon,1,22,2014/2015,2,1
Fri 20 Aug 20:45  finished,6775,Al-Quadisiya,6847,Al-Wahda,1,2,2010/2011,1,1
Fri 04 Nov 18:00  finished,6770,Al-Ahli,6847,Al-Wahda,1,8,2016/2017,4,0
Wed 09 Dec 17:35  finished,6846,Al-Hazm,6847,Al-Wahda,1,11,2009/2010,1,2
Wed 25 Aug 21:15  finished,6773,Al-Raed,6847,Al-Wahda,1,3,2010/2011,3,2
Sat 19 Nov 17:45  finished,6774,Al-Shabab,6847,Al-Wahda,1,9,2016/2017,0,0
Wed 18 Mar 18:30  finished,6780,Al-Nassr,6847,Al-Wahda,1,13,2008/2009,3,1
Tue 29 Sep 19:05  finished,6775,Al-Quadisiya,6847,Al-Wahda,1,4,2009/2010,1,0
Thu 16 Sep 19:20  finished,6846,Al-Hazm,6847,Al-Wahda,1,5,2010/2011,1,1
Fri 21 Nov 17:40  finished,1316,Al-Ittihad,6847,Al-Wahda,1,9,2008/2009,2,1
Fri 22 Apr 17:55  finished,6774,Al-Shabab,6847,Al-Wahda,1,24,2015/2016,1,1
Sat 21 Nov 17:35  finished,6772,Al-Fateh,6847,Al-Wahda,1,9,2009/2010,0,0
Thu 02 Aug 21:00  finished,5680,Al-Ittifaq,6847,Al-Wahda,1,1,2012/2013,1,1
Wed 25 Nov 18:00  finished,6773,Al-Raed,6847,Al-Wahda,1,9,2015/2016,1,0
Thu 18 Aug 19:45  finished,6773,Al-Raed,6847,Al-Wahda,1,2,2016/2017,3,1
Fri 09 Nov 17:40  finished,6772,Al-Fateh,6847,Al-Wahda,1,12,2012/2013,3,1
Fri 20 Nov 15:30  finished,6772,Al-Fateh,6847,Al-Wahda,1,8,2015/2016,2,0
Sun 07 Mar 18:20  finished,6780,Al-Nassr,6847,Al-Wahda,1,7,2009/2010,1,0
Mon 01 Feb 18:15  finished,1316,Al-Ittihad,6847,Al-Wahda,1,6,2009/2010,2,0
Sat 04 Oct 19:00  finished,6774,Al-Shabab,6847,Al-Wahda,1,3,2008/2009,4,2
Fri 19 Oct 18:50  finished,6777,Al-Faisaly,6847,Al-Wahda,1,10,2012/2013,4,3
Wed 22 Oct 18:45  finished,6770,Al-Ahli,6847,Al-Wahda,1,6,2008/2009,0,0
Thu 24 Dec 13:15  finished,1317,Al-Hilal,6847,Al-Wahda,1,14,2009/2010,3,1
Sun 14 Mar 18:30  finished,6773,Al-Raed,6847,Al-Wahda,1,21,2009/2010,1,1
Sat 23 Jan 18:00  finished,6770,Al-Ahli,6847,Al-Wahda,1,19,2009/2010,2,0
Fri 08 Mar 18:25  finished,1317,Al-Hilal,6847,Al-Wahda,1,22,2012/2013,2,0
Thu 24 Jan 13:35  finished,6774,Al-Shabab,6847,Al-Wahda,1,17,2012/2013,3,1
Sat 29 Sep 19:10  finished,6780,Al-Nassr,6847,Al-Wahda,1,8,2012/2013,3,1
Mon 24 Sep 19:15  finished,1316,Al-Ittihad,6847,Al-Wahda,1,7,2012/2013,1,0
Wed 16 Dec 17:40  finished,5680,Al-Ittifaq,6847,Al-Wahda,1,12,2009/2010,1,3
Fri 12 Apr 19:35  finished,6773,Al-Raed,6847,Al-Wahda,1,24,2012/2013,1,1
Tue 04 Nov 17:40  finished,1317,Al-Hilal,6847,Al-Wahda,1,7,2008/2009,0,0
Tue 15 Dec 15:55  finished,6778,Al-Taawon,6847,Al-Wahda,1,12,2015/2016,4,2
Sun 02 Sep 19:35  finished,6770,Al-Ahli,6847,Al-Wahda,1,5,2012/2013,2,1
Fri 21 Oct 16:45  finished,5680,Al-Ittifaq,6847,Al-Wahda,1,6,2016/2017,1,3
Thu 11 Dec 13:15  finished,6846,Al-Hazm,6847,Al-Wahda,1,12,2008/2009,3,1
Fri 23 Sep 17:35  finished,6777,Al-Faisaly,6847,Al-Wahda,1,4,2016/2017,2,1
Wed 19 Aug 19:45  finished,1317,Al-Hilal,6847,Al-Wahda,1,1,2015/2016,2,0
Fri 03 Mar 16:35  finished,9623,Al-Baten,6847,Al-Wahda,1,20,2016/2017,1,1
Sat 22 Sep 21:00  finished,6774,Al-Shabab,6847,Al-Wahda,1,4,2007/2008,2,1
Sat 20 Feb 18:40  finished,6777,Al-Faisaly,6847,Al-Wahda,1,17,2015/2016,2,1
Fri 14 Dec 17:30  finished,6846,Al-Hazm,6847,Al-Wahda,1,13,2007/2008,0,1
Sat 24 Jan 18:00  finished,5680,Al-Ittifaq,6847,Al-Wahda,1,19,2008/2009,4,0
Fri 18 Sep 20:00  finished,6770,Al-Ahli,6847,Al-Wahda,1,3,2015/2016,2,0
Sat 28 Jan 18:15  finished,1316,Al-Ittihad,6847,Al-Wahda,1,16,2016/2017,1,0
Wed 08 Apr 15:00  finished,6773,Al-Raed,6847,Al-Wahda,1,21,2008/2009,6,3
Thu 09 Dec 17:10  finished,6777,Al-Faisaly,6847,Al-Wahda,1,14,2010/2011,1,0
Thu 18 Oct 18:45  finished,6780,Al-Nassr,6847,Al-Wahda,1,7,2007/2008,1,0
Wed 05 Mar 18:25  finished,1316,Al-Ittihad,6847,Al-Wahda,1,10,2007/2008,1,1
Wed 10 Nov 17:35  finished,6778,Al-Taawon,6847,Al-Wahda,1,13,2010/2011,1,2
Fri 10 Feb 18:15  finished,6780,Al-Nassr,6847,Al-Wahda,1,18,2016/2017,2,1
Fri 04 Mar 18:25  finished,5680,Al-Ittifaq,6847,Al-Wahda,1,19,2010/2011,3,0
Fri 26 Feb 18:40  finished,6780,Al-Nassr,6847,Al-Wahda,1,18,2015/2016,1,1
Fri 29 Oct 18:45  finished,6774,Al-Shabab,6847,Al-Wahda,1,11,2010/2011,4,3
Mon 10 Dec 17:30  finished,6770,Al-Ahli,6847,Al-Wahda,1,9,2007/2008,1,1
Sat 12 Feb 18:15  finished,1317,Al-Hilal,6847,Al-Wahda,1,17,2010/2011,2,1
Sat 03 Dec 12:45  finished,6772,Al-Fateh,6847,Al-Wahda,1,11,2016/2017,4,2
Thu 08 Dec 17:55  finished,1317,Al-Hilal,6847,Al-Wahda,1,12,2016/2017,6,0
Sun 17 Apr 17:45  finished,6775,Al-Quadisiya,6847,Al-Wahda,1,23,2015/2016,1,1
Sat 12 Mar 18:45  finished,1316,Al-Ittihad,6847,Al-Wahda,1,20,2015/2016,0,2
Thu 23 Aug 19:35  finished,6775,Al-Quadisiya,6847,Al-Wahda,1,1,2007/2008,0,4
Sat 12 Jan 17:50  finished,1317,Al-Hilal,6847,Al-Wahda,1,16,2007/2008,3,1
Thu 13 Sep 21:15  finished,5680,Al-Ittifaq,6847,Al-Wahda,1,3,2007/2008,4,1
Sun 15 May 19:50  finished,6770,Al-Ahli,6847,Al-Wahda,1,25,2010/2011,3,2
Fri 15 Oct 18:55  finished,1316,Al-Ittihad,6847,Al-Wahda,1,9,2010/2011,1,1
Sat 27 Apr 19:40  finished,6778,Al-Taawon,6847,Al-Wahda,1,26,2012/2013,1,1
Tue 28 Sep 19:10  finished,6780,Al-Nassr,6847,Al-Wahda,1,7,2010/2011,0,1
Fri 23 Dec 16:00  finished,6778,Al-Taawon,6847,Al-Wahda,1,14,2016/2017,3,1
Sat 02 Apr 19:35  finished,6772,Al-Fateh,6847,Al-Wahda,1,21,2010/2011,2,1
Tue 25 Aug 21:15  finished,6774,Al-Shabab,6847,Al-Wahda,1,2,2009/2010,2,2
Thu 04 May 19:50  finished,6775,Al-Quadisiya,6847,Al-Wahda,1,26,2016/2017,3,1
Fri 06 Apr 19:40  finished,6775,Al-Quadisiya,9624,Ohod,1,25,2017/2018,4,1
Thu 23 Nov 15:50  finished,6773,Al-Raed,9624,Ohod,1,11,2017/2018,2,2
Thu 12 Apr 19:40  finished,6770,Al-Ahli,9624,Ohod,1,26,2017/2018,1,0
Thu 11 Jan 13:10  finished,6772,Al-Fateh,9624,Ohod,1,17,2017/2018,0,0
Fri 02 Mar 16:25  finished,5680,Al-Ittifaq,9624,Ohod,1,23,2017/2018,3,2
Sat 17 Feb 16:35  finished,6777,Al-Faisaly,9624,Ohod,1,22,2017/2018,2,0
Sat 16 Sep 19:25  finished,1317,Al-Hilal,9624,Ohod,1,3,2017/2018,1,0
Fri 13 Oct 19:00  finished,1316,Al-Ittihad,9624,Ohod,1,6,2017/2018,2,2
Sat 03 Feb 17:45  finished,6780,Al-Nassr,9624,Ohod,1,20,2017/2018,2,0
Fri 18 Aug 18:15  finished,9623,Al-Baten,9624,Ohod,1,2,2017/2018,2,0
Sat 12 Aug 18:10  finished,6774,Al-Shabab,9624,Ohod,1,1,2017/2018,1,2
Fri 27 Oct 18:50  finished,6778,Al-Taawon,9624,Ohod,1,8,2017/2018,3,1
Fri 29 Sep 17:30  finished,10483,Al-Feiha,9624,Ohod,1,5,2017/2018,1,0
